"model","scenario","ensemble","month","decade","decadal.mean"
"CMCC-CMS","rcp85","r1i1p1",10,"2060",299.340148955639
"CMCC-CMS","rcp85","r1i1p1",10,"2070",300.137208855493
"CMCC-CMS","rcp85","r1i1p1",10,"2080",301.230871011408
"CMCC-CMS","rcp85","r1i1p1",10,"2090",301.821064859125
"CMCC-CMS","rcp85","r1i1p1",10,"2100",302.832531790103
"CMCC-CMS","rcp85","r1i1p1",11,"2010",297.155949710804
"CMCC-CMS","rcp85","r1i1p1",11,"2020",296.872641285773
"CMCC-CMS","rcp85","r1i1p1",11,"2030",297.906959590653
"CMCC-CMS","rcp85","r1i1p1",11,"2040",298.352711167321
"CMCC-CMS","rcp85","r1i1p1",11,"2050",298.47501157057
"CMCC-CMS","rcp85","r1i1p1",11,"2060",298.885923908218
"CMCC-CMS","rcp85","r1i1p1",11,"2070",300.123788779862
"CMCC-CMS","rcp85","r1i1p1",11,"2080",301.039752118015
"CMCC-CMS","rcp85","r1i1p1",11,"2090",301.731814779055
"CMCC-CMS","rcp85","r1i1p1",11,"2100",302.540266874197
"CMCC-CMS","rcp85","r1i1p1",12,"2010",295.897802131437
"CMCC-CMS","rcp85","r1i1p1",12,"2020",296.19179535645
"CMCC-CMS","rcp85","r1i1p1",12,"2030",296.700086555634
"CMCC-CMS","rcp85","r1i1p1",12,"2040",297.310257682076
"CMCC-CMS","rcp85","r1i1p1",12,"2050",297.950723968308
"CMCC-CMS","rcp85","r1i1p1",12,"2060",298.210534267053
"CMCC-CMS","rcp85","r1i1p1",12,"2070",299.37119385982
"CMCC-CMS","rcp85","r1i1p1",12,"2080",300.19036355085
"CMCC-CMS","rcp85","r1i1p1",12,"2090",300.757392958993
"CMCC-CMS","rcp85","r1i1p1",12,"2100",301.488886037976
"CNRM-CM5","historical","r10i1p1",1,"1860",293.541222484565
"CNRM-CM5","historical","r10i1p1",1,"1870",293.532315062239
"CNRM-CM5","historical","r10i1p1",1,"1880",293.626035243375
"CNRM-CM5","historical","r10i1p1",1,"1890",293.431447334757
"CNRM-CM5","historical","r10i1p1",1,"1900",293.574429687898
"CNRM-CM5","historical","r10i1p1",1,"1910",293.383247338456
"CNRM-CM5","historical","r10i1p1",1,"1920",293.454085876181
"CNRM-CM5","historical","r10i1p1",1,"1930",293.376074221718
"CNRM-CM5","historical","r10i1p1",1,"1940",293.674920773298
"CNRM-CM5","historical","r10i1p1",1,"1950",293.751060986052
"CNRM-CM5","historical","r10i1p1",1,"1960",293.509555832132
"CNRM-CM5","historical","r10i1p1",1,"1970",293.516496305634
"CNRM-CM5","historical","r10i1p1",1,"1980",293.584125461765
"CNRM-CM5","historical","r10i1p1",1,"1990",293.68335881848
"CNRM-CM5","historical","r10i1p1",1,"2000",293.734456337104
"CNRM-CM5","historical","r10i1p1",1,"2010",294.044494185011
"CNRM-CM5","historical","r10i1p1",2,"1860",294.652102001802
"CNRM-CM5","historical","r10i1p1",2,"1870",294.710834573128
"CNRM-CM5","historical","r10i1p1",2,"1880",294.464027796595
"CNRM-CM5","historical","r10i1p1",2,"1890",294.489714243642
"CNRM-CM5","historical","r10i1p1",2,"1900",294.858129887029
"CNRM-CM5","historical","r10i1p1",2,"1910",294.563431472987
"CNRM-CM5","historical","r10i1p1",2,"1920",293.889694986111
"CNRM-CM5","historical","r10i1p1",2,"1930",293.513267266109
"CNRM-CM5","historical","r10i1p1",2,"1940",293.659266813636
"CNRM-CM5","historical","r10i1p1",2,"1950",293.72670887418
"CNRM-CM5","historical","r10i1p1",2,"1960",293.895617482152
"CNRM-CM5","historical","r10i1p1",2,"1970",293.530842487828
"CNRM-CM5","historical","r10i1p1",2,"1980",293.801286901558
"CNRM-CM5","historical","r10i1p1",2,"1990",293.936152566296
"CNRM-CM5","historical","r10i1p1",2,"2000",294.164422066475
"CNRM-CM5","historical","r10i1p1",2,"2010",294.140081484459
"CNRM-CM5","historical","r10i1p1",3,"1860",295.561956625887
"CNRM-CM5","historical","r10i1p1",3,"1870",295.455193340004
"CNRM-CM5","historical","r10i1p1",3,"1880",295.467634273036
"CNRM-CM5","historical","r10i1p1",3,"1890",295.488146576826
"CNRM-CM5","historical","r10i1p1",3,"1900",295.518494566142
"CNRM-CM5","historical","r10i1p1",3,"1910",295.542354804332
"CNRM-CM5","historical","r10i1p1",3,"1920",295.2893687728
"CNRM-CM5","historical","r10i1p1",3,"1930",294.585282440715
"CNRM-CM5","historical","r10i1p1",3,"1940",295.011812665045
"CNRM-CM5","historical","r10i1p1",3,"1950",294.453469121842
"CNRM-CM5","historical","r10i1p1",3,"1960",294.93209490748
"CNRM-CM5","historical","r10i1p1",3,"1970",294.642205008943
"CNRM-CM5","historical","r10i1p1",3,"1980",294.507738341798
"CNRM-CM5","historical","r10i1p1",3,"1990",295.138989078291
"CNRM-CM5","historical","r10i1p1",3,"2000",295.151663784603
"CNRM-CM5","historical","r10i1p1",3,"2010",295.361248182874
"CNRM-CM5","historical","r10i1p1",4,"1860",295.606583632989
"CNRM-CM5","historical","r10i1p1",4,"1870",295.675159145973
"CNRM-CM5","historical","r10i1p1",4,"1880",295.706361187376
"CNRM-CM5","historical","r10i1p1",4,"1890",295.44921835862
"CNRM-CM5","historical","r10i1p1",4,"1900",295.702215330588
"CNRM-CM5","historical","r10i1p1",4,"1910",295.575384849713
"CNRM-CM5","historical","r10i1p1",4,"1920",295.577299546457
"CNRM-CM5","historical","r10i1p1",4,"1930",295.842918385952
"CNRM-CM5","historical","r10i1p1",4,"1940",295.998604132688
"CNRM-CM5","historical","r10i1p1",4,"1950",295.756626059864
"CNRM-CM5","historical","r10i1p1",4,"1960",296.043147479851
"CNRM-CM5","historical","r10i1p1",4,"1970",295.667122377363
"CNRM-CM5","historical","r10i1p1",4,"1980",295.676012772851
"CNRM-CM5","historical","r10i1p1",4,"1990",295.950228613458
"CNRM-CM5","historical","r10i1p1",4,"2000",296.030630283174
"CNRM-CM5","historical","r10i1p1",4,"2010",296.298990072453
"CNRM-CM5","historical","r10i1p1",5,"1860",294.792250702951
"CNRM-CM5","historical","r10i1p1",5,"1870",294.646359886214
"CNRM-CM5","historical","r10i1p1",5,"1880",294.706460161359
"CNRM-CM5","historical","r10i1p1",5,"1890",294.588914892729
"CNRM-CM5","historical","r10i1p1",5,"1900",294.583116211303
"CNRM-CM5","historical","r10i1p1",5,"1910",294.697064953089
"CNRM-CM5","historical","r10i1p1",5,"1920",295.022090454361
"CNRM-CM5","historical","r10i1p1",5,"1930",295.724588746043
"CNRM-CM5","historical","r10i1p1",5,"1940",295.81115858969
"CNRM-CM5","historical","r10i1p1",5,"1950",296.034166198246
"CNRM-CM5","historical","r10i1p1",5,"1960",295.796294648178
"CNRM-CM5","historical","r10i1p1",5,"1970",295.691381398631
"CNRM-CM5","historical","r10i1p1",5,"1980",295.783499859583
"CNRM-CM5","historical","r10i1p1",5,"1990",295.932364632661
"CNRM-CM5","historical","r10i1p1",5,"2000",296.187124451116
"CNRM-CM5","historical","r10i1p1",5,"2010",296.714042866713
"CNRM-CM5","historical","r10i1p1",6,"1860",293.588030783124
"CNRM-CM5","historical","r10i1p1",6,"1870",293.684760955346
"CNRM-CM5","historical","r10i1p1",6,"1880",293.331252790188
"CNRM-CM5","historical","r10i1p1",6,"1890",293.518612000911
"CNRM-CM5","historical","r10i1p1",6,"1900",293.595517307319
"CNRM-CM5","historical","r10i1p1",6,"1910",293.485447503808
"CNRM-CM5","historical","r10i1p1",6,"1920",293.807783462979
"CNRM-CM5","historical","r10i1p1",6,"1930",294.783718517586
"CNRM-CM5","historical","r10i1p1",6,"1940",294.754145016924
"CNRM-CM5","historical","r10i1p1",6,"1950",295.046537074039
"CNRM-CM5","historical","r10i1p1",6,"1960",295.066243113031
"CNRM-CM5","historical","r10i1p1",6,"1970",294.917100644928
"CNRM-CM5","historical","r10i1p1",6,"1980",294.843057431818
"CNRM-CM5","historical","r10i1p1",6,"1990",295.097212703645
"CNRM-CM5","historical","r10i1p1",6,"2000",295.179758858877
"CNRM-CM5","historical","r10i1p1",6,"2010",295.590695133955
"CNRM-CM5","historical","r10i1p1",7,"1860",293.252052115331
"CNRM-CM5","historical","r10i1p1",7,"1870",293.017998341485
"CNRM-CM5","historical","r10i1p1",7,"1880",292.954250800781
"CNRM-CM5","historical","r10i1p1",7,"1890",292.78470222061
"CNRM-CM5","historical","r10i1p1",7,"1900",293.02355525721
"CNRM-CM5","historical","r10i1p1",7,"1910",292.995434080718
"CNRM-CM5","historical","r10i1p1",7,"1920",293.19039670203
"CNRM-CM5","historical","r10i1p1",7,"1930",293.721052712873
"CNRM-CM5","historical","r10i1p1",7,"1940",293.798827424165
"CNRM-CM5","historical","r10i1p1",7,"1950",293.84960921742
"CNRM-CM5","historical","r10i1p1",7,"1960",293.696928274871
"CNRM-CM5","historical","r10i1p1",7,"1970",293.616288601601
"CNRM-CM5","historical","r10i1p1",7,"1980",293.899371549079
"CNRM-CM5","historical","r10i1p1",7,"1990",293.808489801952
"CNRM-CM5","historical","r10i1p1",7,"2000",293.976264866012
"CNRM-CM5","historical","r10i1p1",7,"2010",294.321125149577
"CNRM-CM5","historical","r10i1p1",8,"1860",293.60367941246
"CNRM-CM5","historical","r10i1p1",8,"1870",293.563117069514
"CNRM-CM5","historical","r10i1p1",8,"1880",293.357541121085
"CNRM-CM5","historical","r10i1p1",8,"1890",293.344053324803
"CNRM-CM5","historical","r10i1p1",8,"1900",293.440471343511
"CNRM-CM5","historical","r10i1p1",8,"1910",293.518063601682
"CNRM-CM5","historical","r10i1p1",8,"1920",293.642006689592
"CNRM-CM5","historical","r10i1p1",8,"1930",292.886575240911
"CNRM-CM5","historical","r10i1p1",8,"1940",293.244947947043
"CNRM-CM5","historical","r10i1p1",8,"1950",293.259896495644
"CNRM-CM5","historical","r10i1p1",8,"1960",293.217100080659
"CNRM-CM5","historical","r10i1p1",8,"1970",293.03052010503
"CNRM-CM5","historical","r10i1p1",8,"1980",293.368328996961
"CNRM-CM5","historical","r10i1p1",8,"1990",293.492384835189
"CNRM-CM5","historical","r10i1p1",8,"2000",293.718570434221
"CNRM-CM5","historical","r10i1p1",8,"2010",294.066308213861
"CNRM-CM5","historical","r10i1p1",9,"1860",294.414540717545
"CNRM-CM5","historical","r10i1p1",9,"1870",294.418613466153
"CNRM-CM5","historical","r10i1p1",9,"1880",294.578935287485
"CNRM-CM5","historical","r10i1p1",9,"1890",294.273261567494
"CNRM-CM5","historical","r10i1p1",9,"1900",294.435361847883
"CNRM-CM5","historical","r10i1p1",9,"1910",294.378916581528
"CNRM-CM5","historical","r10i1p1",9,"1920",294.09872395468
"CNRM-CM5","historical","r10i1p1",9,"1930",293.515518096979
"CNRM-CM5","historical","r10i1p1",9,"1940",293.873438385557
"CNRM-CM5","historical","r10i1p1",9,"1950",293.682648995367
"CNRM-CM5","historical","r10i1p1",9,"1960",293.893747160431
"CNRM-CM5","historical","r10i1p1",9,"1970",293.557084454673
"CNRM-CM5","historical","r10i1p1",9,"1980",293.704686583256
"CNRM-CM5","historical","r10i1p1",9,"1990",293.776551159461
"CNRM-CM5","historical","r10i1p1",9,"2000",294.089266949384
"CNRM-CM5","historical","r10i1p1",9,"2010",294.423531029933
"CNRM-CM5","historical","r10i1p1",10,"1860",294.658974364337
"CNRM-CM5","historical","r10i1p1",10,"1870",294.667845552598
"CNRM-CM5","historical","r10i1p1",10,"1880",294.519587719888
"CNRM-CM5","historical","r10i1p1",10,"1890",294.694409647859
"CNRM-CM5","historical","r10i1p1",10,"1900",294.716404713006
"CNRM-CM5","historical","r10i1p1",10,"1910",294.433104576451
"CNRM-CM5","historical","r10i1p1",10,"1920",294.787496540617
"CNRM-CM5","historical","r10i1p1",10,"1930",294.560472973906
"CNRM-CM5","historical","r10i1p1",10,"1940",294.644116850744
"CNRM-CM5","historical","r10i1p1",10,"1950",294.886731807902
"CNRM-CM5","historical","r10i1p1",10,"1960",294.801053036401
"CNRM-CM5","historical","r10i1p1",10,"1970",294.678302155103
"CNRM-CM5","historical","r10i1p1",10,"1980",294.643996121737
"CNRM-CM5","historical","r10i1p1",10,"1990",294.745642579365
"CNRM-CM5","historical","r10i1p1",10,"2000",294.828746545361
"CNRM-CM5","historical","r10i1p1",10,"2010",295.227108762718
"CNRM-CM5","historical","r10i1p1",11,"1860",293.987543296554
"CNRM-CM5","historical","r10i1p1",11,"1870",294.166271468795
"CNRM-CM5","historical","r10i1p1",11,"1880",294.170033107042
"CNRM-CM5","historical","r10i1p1",11,"1890",293.618776498355
"CNRM-CM5","historical","r10i1p1",11,"1900",294.018747362253
"CNRM-CM5","historical","r10i1p1",11,"1910",293.988586329409
"CNRM-CM5","historical","r10i1p1",11,"1920",294.357005482287
"CNRM-CM5","historical","r10i1p1",11,"1930",294.70344693605
"CNRM-CM5","historical","r10i1p1",11,"1940",294.880882908282
"CNRM-CM5","historical","r10i1p1",11,"1950",295.167830151717
"CNRM-CM5","historical","r10i1p1",11,"1960",294.779813454337
"CNRM-CM5","historical","r10i1p1",11,"1970",294.704454424221
"CNRM-CM5","historical","r10i1p1",11,"1980",294.638044671074
"CNRM-CM5","historical","r10i1p1",11,"1990",295.17445560868
"CNRM-CM5","historical","r10i1p1",11,"2000",295.236114016732
"CNRM-CM5","historical","r10i1p1",11,"2010",295.108371567013
"CNRM-CM5","historical","r10i1p1",12,"1860",293.318879217354
"CNRM-CM5","historical","r10i1p1",12,"1870",293.356374517132
"CNRM-CM5","historical","r10i1p1",12,"1880",293.265038568645
"CNRM-CM5","historical","r10i1p1",12,"1890",292.81253197427
"CNRM-CM5","historical","r10i1p1",12,"1900",293.259582064663
"CNRM-CM5","historical","r10i1p1",12,"1910",293.123898440003
"CNRM-CM5","historical","r10i1p1",12,"1920",294.022490738444
"CNRM-CM5","historical","r10i1p1",12,"1930",293.946335187642
"CNRM-CM5","historical","r10i1p1",12,"1940",294.200317686815
"CNRM-CM5","historical","r10i1p1",12,"1950",294.304939295252
"CNRM-CM5","historical","r10i1p1",12,"1960",294.541672907261
"CNRM-CM5","historical","r10i1p1",12,"1970",294.16258939278
"CNRM-CM5","historical","r10i1p1",12,"1980",294.142828183232
"CNRM-CM5","historical","r10i1p1",12,"1990",294.482365723584
"CNRM-CM5","historical","r10i1p1",12,"2000",294.471532805916
"CNRM-CM5","historical","r10i1p1",12,"2010",294.881007032881
"CNRM-CM5","historical","r1i1p1",1,"1860",293.653999661652
"CNRM-CM5","historical","r1i1p1",1,"1870",293.410261703879
"CNRM-CM5","historical","r1i1p1",1,"1880",293.672024308844
"CNRM-CM5","historical","r1i1p1",1,"1890",293.361533994079
"CNRM-CM5","historical","r1i1p1",1,"1900",293.66528813367
"CNRM-CM5","historical","r1i1p1",1,"1910",293.598097727885
"CNRM-CM5","historical","r1i1p1",1,"1920",293.831360621392
"CNRM-CM5","historical","r1i1p1",1,"1930",293.504868828768
"CNRM-CM5","historical","r1i1p1",1,"1940",293.513927704992
"CNRM-CM5","historical","r1i1p1",1,"1950",293.491026951862
"CNRM-CM5","historical","r1i1p1",1,"1960",293.860040092201
"CNRM-CM5","historical","r1i1p1",1,"1970",293.488286960422
"CNRM-CM5","historical","r1i1p1",1,"1980",293.520197686522
"CNRM-CM5","historical","r1i1p1",1,"1990",293.559726401217
"CNRM-CM5","historical","r1i1p1",1,"2000",293.643642915859
"CNRM-CM5","historical","r1i1p1",1,"2010",294.091075659028
"CNRM-CM5","historical","r1i1p1",2,"1860",294.63673140516
"CNRM-CM5","historical","r1i1p1",2,"1870",294.576383487304
"CNRM-CM5","historical","r1i1p1",2,"1880",294.584740113446
"CNRM-CM5","historical","r1i1p1",2,"1890",294.2562205605
"CNRM-CM5","historical","r1i1p1",2,"1900",294.691452497577
"CNRM-CM5","historical","r1i1p1",2,"1910",294.64321869591
"CNRM-CM5","historical","r1i1p1",2,"1920",293.99880360865
"CNRM-CM5","historical","r1i1p1",2,"1930",293.896195112732
"CNRM-CM5","historical","r1i1p1",2,"1940",293.611104365191
"CNRM-CM5","historical","r1i1p1",2,"1950",293.767126111106
"CNRM-CM5","historical","r1i1p1",2,"1960",294.010298265335
"CNRM-CM5","historical","r1i1p1",2,"1970",293.525309773041
"CNRM-CM5","historical","r1i1p1",2,"1980",293.954006148394
"CNRM-CM5","historical","r1i1p1",2,"1990",294.096250679122
"CNRM-CM5","historical","r1i1p1",2,"2000",293.815586827612
"CNRM-CM5","historical","r1i1p1",2,"2010",294.374885382345
"CNRM-CM5","historical","r1i1p1",3,"1860",295.636526079151
"CNRM-CM5","historical","r1i1p1",3,"1870",295.739068479508
"CNRM-CM5","historical","r1i1p1",3,"1880",295.776031567266
"CNRM-CM5","historical","r1i1p1",3,"1890",295.377034962623
"CNRM-CM5","historical","r1i1p1",3,"1900",295.911113747124
"CNRM-CM5","historical","r1i1p1",3,"1910",295.723231926128
"CNRM-CM5","historical","r1i1p1",3,"1920",295.49009526558
"CNRM-CM5","historical","r1i1p1",3,"1930",294.688027899085
"CNRM-CM5","historical","r1i1p1",3,"1940",294.664123704538
"CNRM-CM5","historical","r1i1p1",3,"1950",294.646911279992
"CNRM-CM5","historical","r1i1p1",3,"1960",294.835317628441
"CNRM-CM5","historical","r1i1p1",3,"1970",294.803911824976
"CNRM-CM5","historical","r1i1p1",3,"1980",294.996332377644
"CNRM-CM5","historical","r1i1p1",3,"1990",294.976985576511
"CNRM-CM5","historical","r1i1p1",3,"2000",294.952060249381
"CNRM-CM5","historical","r1i1p1",3,"2010",295.165435993811
"CNRM-CM5","historical","r1i1p1",4,"1860",295.458352513639
"CNRM-CM5","historical","r1i1p1",4,"1870",295.420599149935
"CNRM-CM5","historical","r1i1p1",4,"1880",295.700684155748
"CNRM-CM5","historical","r1i1p1",4,"1890",295.418214799497
"CNRM-CM5","historical","r1i1p1",4,"1900",295.734163074638
"CNRM-CM5","historical","r1i1p1",4,"1910",295.705070861772
"CNRM-CM5","historical","r1i1p1",4,"1920",295.64872842026
"CNRM-CM5","historical","r1i1p1",4,"1930",295.925948497657
"CNRM-CM5","historical","r1i1p1",4,"1940",295.83925352731
"CNRM-CM5","historical","r1i1p1",4,"1950",295.760413980557
"CNRM-CM5","historical","r1i1p1",4,"1960",295.820992729804
"CNRM-CM5","historical","r1i1p1",4,"1970",295.602953711175
"CNRM-CM5","historical","r1i1p1",4,"1980",295.695381377112
"CNRM-CM5","historical","r1i1p1",4,"1990",295.771601242714
"CNRM-CM5","historical","r1i1p1",4,"2000",295.92826752606
"CNRM-CM5","historical","r1i1p1",4,"2010",296.301700106033
"CNRM-CM5","historical","r1i1p1",5,"1860",294.647094841607
"CNRM-CM5","historical","r1i1p1",5,"1870",294.686447208886
"CNRM-CM5","historical","r1i1p1",5,"1880",294.813168403207
"CNRM-CM5","historical","r1i1p1",5,"1890",294.377749747011
"CNRM-CM5","historical","r1i1p1",5,"1900",295.040405376301
"CNRM-CM5","historical","r1i1p1",5,"1910",294.767424717439
"CNRM-CM5","historical","r1i1p1",5,"1920",294.742621789341
"CNRM-CM5","historical","r1i1p1",5,"1930",295.700998128271
"CNRM-CM5","historical","r1i1p1",5,"1940",295.694822143913
"CNRM-CM5","historical","r1i1p1",5,"1950",295.835733073841
"CNRM-CM5","historical","r1i1p1",5,"1960",295.992336256998
"CNRM-CM5","historical","r1i1p1",5,"1970",295.825474600572
"CNRM-CM5","historical","r1i1p1",5,"1980",295.93753729123
"CNRM-CM5","historical","r1i1p1",5,"1990",296.140347488897
"CNRM-CM5","historical","r1i1p1",5,"2000",296.187174467601
"CNRM-CM5","historical","r1i1p1",5,"2010",296.330811167019
"CNRM-CM5","historical","r1i1p1",6,"1860",293.522991334374
"CNRM-CM5","historical","r1i1p1",6,"1870",293.464713023361
"CNRM-CM5","historical","r1i1p1",6,"1880",293.738889638269
"CNRM-CM5","historical","r1i1p1",6,"1890",293.140182279282
"CNRM-CM5","historical","r1i1p1",6,"1900",293.582665543464
"CNRM-CM5","historical","r1i1p1",6,"1910",293.535778686212
"CNRM-CM5","historical","r1i1p1",6,"1920",293.708540344351
"CNRM-CM5","historical","r1i1p1",6,"1930",294.889376052352
"CNRM-CM5","historical","r1i1p1",6,"1940",294.760194652272
"CNRM-CM5","historical","r1i1p1",6,"1950",294.810482756307
"CNRM-CM5","historical","r1i1p1",6,"1960",294.963831831487
"CNRM-CM5","historical","r1i1p1",6,"1970",294.814853569973
"CNRM-CM5","historical","r1i1p1",6,"1980",295.169119544394
"CNRM-CM5","historical","r1i1p1",6,"1990",295.039433844817
"CNRM-CM5","historical","r1i1p1",6,"2000",294.95886709098
"CNRM-CM5","historical","r1i1p1",6,"2010",295.459327407034
"CNRM-CM5","historical","r1i1p1",7,"1860",292.966202291535
"CNRM-CM5","historical","r1i1p1",7,"1870",292.941723195664
"CNRM-CM5","historical","r1i1p1",7,"1880",292.946963698045
"CNRM-CM5","historical","r1i1p1",7,"1890",292.629065987962
"CNRM-CM5","historical","r1i1p1",7,"1900",292.911120672676
"CNRM-CM5","historical","r1i1p1",7,"1910",293.167265871015
"CNRM-CM5","historical","r1i1p1",7,"1920",293.046697150969
"CNRM-CM5","historical","r1i1p1",7,"1930",293.515620143579
"CNRM-CM5","historical","r1i1p1",7,"1940",293.590862401356
"CNRM-CM5","historical","r1i1p1",7,"1950",293.815194892287
"CNRM-CM5","historical","r1i1p1",7,"1960",293.556262537312
"CNRM-CM5","historical","r1i1p1",7,"1970",293.733678964655
"CNRM-CM5","historical","r1i1p1",7,"1980",293.593904047494
"CNRM-CM5","historical","r1i1p1",7,"1990",293.877992793789
"CNRM-CM5","historical","r1i1p1",7,"2000",293.828680724879
"CNRM-CM5","historical","r1i1p1",7,"2010",294.153458188631
"CNRM-CM5","historical","r1i1p1",8,"1860",293.544692024404
"CNRM-CM5","historical","r1i1p1",8,"1870",293.540505791318
"CNRM-CM5","historical","r1i1p1",8,"1880",293.52048958553
"CNRM-CM5","historical","r1i1p1",8,"1890",293.336413162359
"CNRM-CM5","historical","r1i1p1",8,"1900",293.46001176026
"CNRM-CM5","historical","r1i1p1",8,"1910",293.615583823036
"CNRM-CM5","historical","r1i1p1",8,"1920",293.647882530623
"CNRM-CM5","historical","r1i1p1",8,"1930",293.151413093633
"CNRM-CM5","historical","r1i1p1",8,"1940",293.312440739937
"CNRM-CM5","historical","r1i1p1",8,"1950",293.211077707905
"CNRM-CM5","historical","r1i1p1",8,"1960",293.305193307441
"CNRM-CM5","historical","r1i1p1",8,"1970",292.95014160282
"CNRM-CM5","historical","r1i1p1",8,"1980",292.994527619003
"CNRM-CM5","historical","r1i1p1",8,"1990",293.266970663839
"CNRM-CM5","historical","r1i1p1",8,"2000",293.456942857498
"CNRM-CM5","historical","r1i1p1",8,"2010",293.921636904768
"CNRM-CM5","historical","r1i1p1",9,"1860",294.457632411177
"CNRM-CM5","historical","r1i1p1",9,"1870",294.456910347994
"CNRM-CM5","historical","r1i1p1",9,"1880",294.583903843783
"CNRM-CM5","historical","r1i1p1",9,"1890",294.014744416325
"CNRM-CM5","historical","r1i1p1",9,"1900",294.491897597801
"CNRM-CM5","historical","r1i1p1",9,"1910",294.440496482518
"CNRM-CM5","historical","r1i1p1",9,"1920",294.247965461699
"CNRM-CM5","historical","r1i1p1",9,"1930",293.693677880798
"CNRM-CM5","historical","r1i1p1",9,"1940",293.839859842524
"CNRM-CM5","historical","r1i1p1",9,"1950",293.930898143333
"CNRM-CM5","historical","r1i1p1",9,"1960",293.841393886819
"CNRM-CM5","historical","r1i1p1",9,"1970",293.748344412067
"CNRM-CM5","historical","r1i1p1",9,"1980",293.805966756698
"CNRM-CM5","historical","r1i1p1",9,"1990",293.684349588312
"CNRM-CM5","historical","r1i1p1",9,"2000",293.99335966665
"CNRM-CM5","historical","r1i1p1",9,"2010",294.633579283529
"CNRM-CM5","historical","r1i1p1",10,"1860",294.604400387713
"CNRM-CM5","historical","r1i1p1",10,"1870",294.631180723592
"CNRM-CM5","historical","r1i1p1",10,"1880",294.613462928581
"CNRM-CM5","historical","r1i1p1",10,"1890",294.187265390944
"CNRM-CM5","historical","r1i1p1",10,"1900",294.820726498026
"CNRM-CM5","historical","r1i1p1",10,"1910",294.5446066042
"CNRM-CM5","historical","r1i1p1",10,"1920",294.908431388455
"CNRM-CM5","historical","r1i1p1",10,"1930",294.604560136169
"CNRM-CM5","historical","r1i1p1",10,"1940",294.68961525666
"CNRM-CM5","historical","r1i1p1",10,"1950",294.598160063764
"CNRM-CM5","historical","r1i1p1",10,"1960",294.821092100202
"CNRM-CM5","historical","r1i1p1",10,"1970",294.469100320508
"CNRM-CM5","historical","r1i1p1",10,"1980",294.668693096104
"CNRM-CM5","historical","r1i1p1",10,"1990",294.494334010081
"CNRM-CM5","historical","r1i1p1",10,"2000",294.881760712876
"CNRM-CM5","historical","r1i1p1",10,"2010",295.205110351297
"CNRM-CM5","historical","r1i1p1",11,"1860",293.93425358287
"CNRM-CM5","historical","r1i1p1",11,"1870",294.01066867166
"CNRM-CM5","historical","r1i1p1",11,"1880",294.088475164791
"CNRM-CM5","historical","r1i1p1",11,"1890",293.893796464059
"CNRM-CM5","historical","r1i1p1",11,"1900",294.209948056897
"CNRM-CM5","historical","r1i1p1",11,"1910",294.017216475279
"CNRM-CM5","historical","r1i1p1",11,"1920",294.477309314013
"CNRM-CM5","historical","r1i1p1",11,"1930",294.799042278461
"CNRM-CM5","historical","r1i1p1",11,"1940",294.809587470148
"CNRM-CM5","historical","r1i1p1",11,"1950",294.940580961361
"CNRM-CM5","historical","r1i1p1",11,"1960",294.990533983542
"CNRM-CM5","historical","r1i1p1",11,"1970",294.456788460785
"CNRM-CM5","historical","r1i1p1",11,"1980",294.838622486576
"CNRM-CM5","historical","r1i1p1",11,"1990",295.05802662463
"CNRM-CM5","historical","r1i1p1",11,"2000",295.017969350636
"CNRM-CM5","historical","r1i1p1",11,"2010",295.241503843188
"CNRM-CM5","historical","r1i1p1",12,"1860",293.297073382533
"CNRM-CM5","historical","r1i1p1",12,"1870",293.349320798458
"CNRM-CM5","historical","r1i1p1",12,"1880",293.463224262988
"CNRM-CM5","historical","r1i1p1",12,"1890",293.173532067589
"CNRM-CM5","historical","r1i1p1",12,"1900",293.460113581173
"CNRM-CM5","historical","r1i1p1",12,"1910",293.502115500856
"CNRM-CM5","historical","r1i1p1",12,"1920",293.934790683081
"CNRM-CM5","historical","r1i1p1",12,"1930",294.234324786746
"CNRM-CM5","historical","r1i1p1",12,"1940",294.228874923228
"CNRM-CM5","historical","r1i1p1",12,"1950",294.48747846587
"CNRM-CM5","historical","r1i1p1",12,"1960",294.163987895696
"CNRM-CM5","historical","r1i1p1",12,"1970",294.076794184209
"CNRM-CM5","historical","r1i1p1",12,"1980",294.342084007186
"CNRM-CM5","historical","r1i1p1",12,"1990",294.281510887457
"CNRM-CM5","historical","r1i1p1",12,"2000",294.433908687429
"CNRM-CM5","historical","r1i1p1",12,"2010",294.581503962609
"CNRM-CM5","historical","r2i1p1",1,"1860",293.569254584431
"CNRM-CM5","historical","r2i1p1",1,"1870",293.632931746298
"CNRM-CM5","historical","r2i1p1",1,"1880",293.591125840309
"CNRM-CM5","historical","r2i1p1",1,"1890",293.702111958943
"CNRM-CM5","historical","r2i1p1",1,"1900",293.586290424217
"CNRM-CM5","historical","r2i1p1",1,"1910",293.550184819009
"CNRM-CM5","historical","r2i1p1",1,"1920",293.367515585559
"CNRM-CM5","historical","r2i1p1",1,"1930",293.576352235747
"CNRM-CM5","historical","r2i1p1",1,"1940",293.385402142515
"CNRM-CM5","historical","r2i1p1",1,"1950",293.710248949475
"CNRM-CM5","historical","r2i1p1",1,"1960",293.397782218061
"CNRM-CM5","historical","r2i1p1",1,"1970",293.641081189703
