"model","scenario","ensemble","month","decade","decadal.mean"
"ACCESS1-0","historical","r1i1p1",3,"1930",293.990159519853
"ACCESS1-0","historical","r1i1p1",3,"1940",294.031667536095
"ACCESS1-0","historical","r1i1p1",3,"1950",294.277965694155
"ACCESS1-0","historical","r1i1p1",3,"1960",295.137546199899
"ACCESS1-0","historical","r1i1p1",3,"1970",294.948805572872
"ACCESS1-0","historical","r1i1p1",3,"1980",295.114872405296
"ACCESS1-0","historical","r1i1p1",3,"1990",295.078617395013
"ACCESS1-0","historical","r1i1p1",3,"2000",295.206638206723
"ACCESS1-0","historical","r1i1p1",3,"2010",295.439901148412
"ACCESS1-0","historical","r1i1p1",4,"1860",293.585000714406
"ACCESS1-0","historical","r1i1p1",4,"1870",293.898385300256
"ACCESS1-0","historical","r1i1p1",4,"1880",293.867634712656
"ACCESS1-0","historical","r1i1p1",4,"1890",293.399489138972
"ACCESS1-0","historical","r1i1p1",4,"1900",293.67012195722
"ACCESS1-0","historical","r1i1p1",4,"1910",293.809002572638
"ACCESS1-0","historical","r1i1p1",4,"1920",293.931265085466
"ACCESS1-0","historical","r1i1p1",4,"1930",293.764327395133
"ACCESS1-0","historical","r1i1p1",4,"1940",293.93537296356
"ACCESS1-0","historical","r1i1p1",4,"1950",294.066185588453
"ACCESS1-0","historical","r1i1p1",4,"1960",294.220259685091
"ACCESS1-0","historical","r1i1p1",4,"1970",294.075564539856
"ACCESS1-0","historical","r1i1p1",4,"1980",294.090374240939
"ACCESS1-0","historical","r1i1p1",4,"1990",294.071135023726
"ACCESS1-0","historical","r1i1p1",4,"2000",294.535174496236
"ACCESS1-0","historical","r1i1p1",4,"2010",294.554721204843
"ACCESS1-0","historical","r1i1p1",5,"1860",294.631016883185
"ACCESS1-0","historical","r1i1p1",5,"1870",294.596031007561
"ACCESS1-0","historical","r1i1p1",5,"1880",294.762103950068
"ACCESS1-0","historical","r1i1p1",5,"1890",294.045455580943
"ACCESS1-0","historical","r1i1p1",5,"1900",294.273393503285
"ACCESS1-0","historical","r1i1p1",5,"1910",294.700192376638
"ACCESS1-0","historical","r1i1p1",5,"1920",294.691563207329
"ACCESS1-0","historical","r1i1p1",5,"1930",294.868741540372
"ACCESS1-0","historical","r1i1p1",5,"1940",294.803861117927
"ACCESS1-0","historical","r1i1p1",5,"1950",294.488426997042
"ACCESS1-0","historical","r1i1p1",5,"1960",294.401399562321
"ACCESS1-0","historical","r1i1p1",5,"1970",293.891586574451
"ACCESS1-0","historical","r1i1p1",5,"1980",293.908607804632
"ACCESS1-0","historical","r1i1p1",5,"1990",294.129482357794
"ACCESS1-0","historical","r1i1p1",5,"2000",294.275526687496
"ACCESS1-0","historical","r1i1p1",5,"2010",294.455427792522
"ACCESS1-0","historical","r1i1p1",6,"1860",295.554727670934
"ACCESS1-0","historical","r1i1p1",6,"1870",295.687293203367
"ACCESS1-0","historical","r1i1p1",6,"1880",295.55469895853
"ACCESS1-0","historical","r1i1p1",6,"1890",295.177529589264
"ACCESS1-0","historical","r1i1p1",6,"1900",295.171454785984
"ACCESS1-0","historical","r1i1p1",6,"1910",295.698444640605
"ACCESS1-0","historical","r1i1p1",6,"1920",295.408892780566
"ACCESS1-0","historical","r1i1p1",6,"1930",295.929670549459
"ACCESS1-0","historical","r1i1p1",6,"1940",295.842928550849
"ACCESS1-0","historical","r1i1p1",6,"1950",295.895928775089
"ACCESS1-0","historical","r1i1p1",6,"1960",295.129658629742
"ACCESS1-0","historical","r1i1p1",6,"1970",294.770748934288
"ACCESS1-0","historical","r1i1p1",6,"1980",294.722638528095
"ACCESS1-0","historical","r1i1p1",6,"1990",295.073653730226
"ACCESS1-0","historical","r1i1p1",6,"2000",294.939199263894
"ACCESS1-0","historical","r1i1p1",6,"2010",295.215972385046
"ACCESS1-0","historical","r1i1p1",7,"1860",296.100136696852
"ACCESS1-0","historical","r1i1p1",7,"1870",295.9400583777
"ACCESS1-0","historical","r1i1p1",7,"1880",296.017397177913
"ACCESS1-0","historical","r1i1p1",7,"1890",295.727910982944
"ACCESS1-0","historical","r1i1p1",7,"1900",295.680465248429
"ACCESS1-0","historical","r1i1p1",7,"1910",296.184998610497
"ACCESS1-0","historical","r1i1p1",7,"1920",295.969133701107
"ACCESS1-0","historical","r1i1p1",7,"1930",296.20479364926
"ACCESS1-0","historical","r1i1p1",7,"1940",296.251613382866
"ACCESS1-0","historical","r1i1p1",7,"1950",296.223987549849
"ACCESS1-0","historical","r1i1p1",7,"1960",295.884772165767
"ACCESS1-0","historical","r1i1p1",7,"1970",295.800127882379
"ACCESS1-0","historical","r1i1p1",7,"1980",295.760076497206
"ACCESS1-0","historical","r1i1p1",7,"1990",295.826267682843
"ACCESS1-0","historical","r1i1p1",7,"2000",295.848116185665
"ACCESS1-0","historical","r1i1p1",7,"2010",296.435795559845
"ACCESS1-0","historical","r1i1p1",8,"1860",295.639041865172
"ACCESS1-0","historical","r1i1p1",8,"1870",295.67938029501
"ACCESS1-0","historical","r1i1p1",8,"1880",295.912083882518
"ACCESS1-0","historical","r1i1p1",8,"1890",295.433529505814
"ACCESS1-0","historical","r1i1p1",8,"1900",295.411530403074
"ACCESS1-0","historical","r1i1p1",8,"1910",295.503526667969
"ACCESS1-0","historical","r1i1p1",8,"1920",295.444599510538
"ACCESS1-0","historical","r1i1p1",8,"1930",295.776409641962
"ACCESS1-0","historical","r1i1p1",8,"1940",295.865602882036
"ACCESS1-0","historical","r1i1p1",8,"1950",295.700296038616
"ACCESS1-0","historical","r1i1p1",8,"1960",296.183296434708
"ACCESS1-0","historical","r1i1p1",8,"1970",296.197539157403
"ACCESS1-0","historical","r1i1p1",8,"1980",296.182466978976
"ACCESS1-0","historical","r1i1p1",8,"1990",296.584890574676
"ACCESS1-0","historical","r1i1p1",8,"2000",296.484672782474
"ACCESS1-0","historical","r1i1p1",8,"2010",296.883590910809
"ACCESS1-0","historical","r1i1p1",9,"1860",294.899772288937
"ACCESS1-0","historical","r1i1p1",9,"1870",294.803771789957
"ACCESS1-0","historical","r1i1p1",9,"1880",294.811980238853
"ACCESS1-0","historical","r1i1p1",9,"1890",294.672888501615
"ACCESS1-0","historical","r1i1p1",9,"1900",294.780213524763
"ACCESS1-0","historical","r1i1p1",9,"1910",294.689920622206
"ACCESS1-0","historical","r1i1p1",9,"1920",294.724634060488
"ACCESS1-0","historical","r1i1p1",9,"1930",294.834584003963
"ACCESS1-0","historical","r1i1p1",9,"1940",294.728398001001
"ACCESS1-0","historical","r1i1p1",9,"1950",295.070123933353
"ACCESS1-0","historical","r1i1p1",9,"1960",295.922564472688
"ACCESS1-0","historical","r1i1p1",9,"1970",295.781648143711
"ACCESS1-0","historical","r1i1p1",9,"1980",295.754326469383
"ACCESS1-0","historical","r1i1p1",9,"1990",295.99052237506
"ACCESS1-0","historical","r1i1p1",9,"2000",295.995867964927
"ACCESS1-0","historical","r1i1p1",9,"2010",296.623578005237
"ACCESS1-0","historical","r1i1p1",10,"1860",294.242214041444
"ACCESS1-0","historical","r1i1p1",10,"1870",294.367272132087
"ACCESS1-0","historical","r1i1p1",10,"1880",294.229251822924
"ACCESS1-0","historical","r1i1p1",10,"1890",294.130463591933
"ACCESS1-0","historical","r1i1p1",10,"1900",294.092780202142
"ACCESS1-0","historical","r1i1p1",10,"1910",294.057639711177
"ACCESS1-0","historical","r1i1p1",10,"1920",294.239095845133
"ACCESS1-0","historical","r1i1p1",10,"1930",294.26239919386
"ACCESS1-0","historical","r1i1p1",10,"1940",294.408213605961
"ACCESS1-0","historical","r1i1p1",10,"1950",294.543910701509
"ACCESS1-0","historical","r1i1p1",10,"1960",294.910293828454
"ACCESS1-0","historical","r1i1p1",10,"1970",295.082233715685
"ACCESS1-0","historical","r1i1p1",10,"1980",295.019261987626
"ACCESS1-0","historical","r1i1p1",10,"1990",295.12363120081
"ACCESS1-0","historical","r1i1p1",10,"2000",295.252358190594
"ACCESS1-0","historical","r1i1p1",10,"2010",295.572275699441
"ACCESS1-0","historical","r1i1p1",11,"1860",294.672573094802
"ACCESS1-0","historical","r1i1p1",11,"1870",294.601607982993
"ACCESS1-0","historical","r1i1p1",11,"1880",294.708151819503
"ACCESS1-0","historical","r1i1p1",11,"1890",294.571198005949
"ACCESS1-0","historical","r1i1p1",11,"1900",294.511671617919
"ACCESS1-0","historical","r1i1p1",11,"1910",294.709037710464
"ACCESS1-0","historical","r1i1p1",11,"1920",294.725041259024
"ACCESS1-0","historical","r1i1p1",11,"1930",294.777869265704
"ACCESS1-0","historical","r1i1p1",11,"1940",294.719943047334
"ACCESS1-0","historical","r1i1p1",11,"1950",294.967425131304
"ACCESS1-0","historical","r1i1p1",11,"1960",294.494748349163
"ACCESS1-0","historical","r1i1p1",11,"1970",294.440196165112
"ACCESS1-0","historical","r1i1p1",11,"1980",294.515062768664
"ACCESS1-0","historical","r1i1p1",11,"1990",294.60217302136
"ACCESS1-0","historical","r1i1p1",11,"2000",294.654403761419
"ACCESS1-0","historical","r1i1p1",11,"2010",294.917060890813
"ACCESS1-0","historical","r1i1p1",12,"1860",295.261862795241
"ACCESS1-0","historical","r1i1p1",12,"1870",295.357560989529
"ACCESS1-0","historical","r1i1p1",12,"1880",295.348069993536
"ACCESS1-0","historical","r1i1p1",12,"1890",295.084267092098
"ACCESS1-0","historical","r1i1p1",12,"1900",295.285430070717
"ACCESS1-0","historical","r1i1p1",12,"1910",295.285378222327
"ACCESS1-0","historical","r1i1p1",12,"1920",295.393156485156
"ACCESS1-0","historical","r1i1p1",12,"1930",295.593205513225
"ACCESS1-0","historical","r1i1p1",12,"1940",295.448684690198
"ACCESS1-0","historical","r1i1p1",12,"1950",295.500593661292
"ACCESS1-0","historical","r1i1p1",12,"1960",294.696453387059
"ACCESS1-0","historical","r1i1p1",12,"1970",294.805502764441
"ACCESS1-0","historical","r1i1p1",12,"1980",294.952412278098
"ACCESS1-0","historical","r1i1p1",12,"1990",295.081728682874
"ACCESS1-0","historical","r1i1p1",12,"2000",294.940570047955
"ACCESS1-0","historical","r1i1p1",12,"2010",295.46510338271
"ACCESS1-0","rcp45","r1i1p1",1,"2010",296.150514183343
"ACCESS1-0","rcp45","r1i1p1",1,"2020",296.36525792989
"ACCESS1-0","rcp45","r1i1p1",1,"2030",296.674885175442
"ACCESS1-0","rcp45","r1i1p1",1,"2040",297.177059718817
"ACCESS1-0","rcp45","r1i1p1",1,"2050",297.25747923091
"ACCESS1-0","rcp45","r1i1p1",1,"2060",297.532647560853
"ACCESS1-0","rcp45","r1i1p1",1,"2070",297.99492316934
"ACCESS1-0","rcp45","r1i1p1",1,"2080",297.712874483203
"ACCESS1-0","rcp45","r1i1p1",1,"2090",297.468761351496
"ACCESS1-0","rcp45","r1i1p1",1,"2100",297.456358817654
"ACCESS1-0","rcp45","r1i1p1",1,NA,297.226382167454
"ACCESS1-0","rcp45","r1i1p1",2,"2010",296.517371529389
"ACCESS1-0","rcp45","r1i1p1",2,"2020",296.632082092113
"ACCESS1-0","rcp45","r1i1p1",2,"2030",296.85399120971
"ACCESS1-0","rcp45","r1i1p1",2,"2040",297.018161384852
"ACCESS1-0","rcp45","r1i1p1",2,"2050",297.493616725902
"ACCESS1-0","rcp45","r1i1p1",2,"2060",297.736928715686
"ACCESS1-0","rcp45","r1i1p1",2,"2070",298.023963278487
"ACCESS1-0","rcp45","r1i1p1",2,"2080",298.319885512063
"ACCESS1-0","rcp45","r1i1p1",2,"2090",298.481510436609
"ACCESS1-0","rcp45","r1i1p1",2,"2100",298.527100927718
"ACCESS1-0","rcp45","r1i1p1",2,NA,298.245761423129
"ACCESS1-0","rcp45","r1i1p1",3,"2010",295.937881598792
"ACCESS1-0","rcp45","r1i1p1",3,"2020",296.043620329904
"ACCESS1-0","rcp45","r1i1p1",3,"2030",296.304224133949
"ACCESS1-0","rcp45","r1i1p1",3,"2040",296.391285786509
"ACCESS1-0","rcp45","r1i1p1",3,"2050",296.788820075828
"ACCESS1-0","rcp45","r1i1p1",3,"2060",297.088206099292
"ACCESS1-0","rcp45","r1i1p1",3,"2070",297.359215567847
"ACCESS1-0","rcp45","r1i1p1",3,"2080",298.2455187754
"ACCESS1-0","rcp45","r1i1p1",3,"2090",298.614897325831
"ACCESS1-0","rcp45","r1i1p1",3,"2100",298.666522587961
"ACCESS1-0","rcp45","r1i1p1",3,NA,298.828559462652
"ACCESS1-0","rcp45","r1i1p1",4,"2010",294.722835705167
"ACCESS1-0","rcp45","r1i1p1",4,"2020",294.980487651794
"ACCESS1-0","rcp45","r1i1p1",4,"2030",295.330948905741
"ACCESS1-0","rcp45","r1i1p1",4,"2040",295.717815040535
"ACCESS1-0","rcp45","r1i1p1",4,"2050",295.616079300064
"ACCESS1-0","rcp45","r1i1p1",4,"2060",295.934237033894
"ACCESS1-0","rcp45","r1i1p1",4,"2070",296.180979188294
"ACCESS1-0","rcp45","r1i1p1",4,"2080",297.591319257931
"ACCESS1-0","rcp45","r1i1p1",4,"2090",297.954224387207
"ACCESS1-0","rcp45","r1i1p1",4,"2100",298.021518131187
"ACCESS1-0","rcp45","r1i1p1",4,NA,297.727805509845
"ACCESS1-0","rcp45","r1i1p1",5,"2010",294.470008849716
"ACCESS1-0","rcp45","r1i1p1",5,"2020",295.008362948353
"ACCESS1-0","rcp45","r1i1p1",5,"2030",294.985194132818
"ACCESS1-0","rcp45","r1i1p1",5,"2040",295.467024516195
"ACCESS1-0","rcp45","r1i1p1",5,"2050",295.524414068498
"ACCESS1-0","rcp45","r1i1p1",5,"2060",295.956334640986
"ACCESS1-0","rcp45","r1i1p1",5,"2070",296.209217717622
"ACCESS1-0","rcp45","r1i1p1",5,"2080",296.880661370477
"ACCESS1-0","rcp45","r1i1p1",5,"2090",296.90814462918
"ACCESS1-0","rcp45","r1i1p1",5,"2100",296.907028414042
"ACCESS1-0","rcp45","r1i1p1",5,NA,296.817773919213
"ACCESS1-0","rcp45","r1i1p1",6,"2010",295.167791559074
"ACCESS1-0","rcp45","r1i1p1",6,"2020",295.856035092214
"ACCESS1-0","rcp45","r1i1p1",6,"2030",296.034849615348
"ACCESS1-0","rcp45","r1i1p1",6,"2040",296.535538710497
"ACCESS1-0","rcp45","r1i1p1",6,"2050",296.353011305251
"ACCESS1-0","rcp45","r1i1p1",6,"2060",297.056183846619
"ACCESS1-0","rcp45","r1i1p1",6,"2070",297.087455807865
"ACCESS1-0","rcp45","r1i1p1",6,"2080",296.588443424664
"ACCESS1-0","rcp45","r1i1p1",6,"2090",296.845733713112
"ACCESS1-0","rcp45","r1i1p1",6,"2100",296.803653190355
"ACCESS1-0","rcp45","r1i1p1",6,NA,296.178202392768
"ACCESS1-0","rcp45","r1i1p1",7,"2010",296.078567952735
"ACCESS1-0","rcp45","r1i1p1",7,"2020",296.902716751765
"ACCESS1-0","rcp45","r1i1p1",7,"2030",297.181349856541
"ACCESS1-0","rcp45","r1i1p1",7,"2040",297.505011361953
"ACCESS1-0","rcp45","r1i1p1",7,"2050",297.529615502333
"ACCESS1-0","rcp45","r1i1p1",7,"2060",298.054511673962
"ACCESS1-0","rcp45","r1i1p1",7,"2070",298.187882600227
"ACCESS1-0","rcp45","r1i1p1",7,"2080",297.822553370029
"ACCESS1-0","rcp45","r1i1p1",7,"2090",297.908500169458
"ACCESS1-0","rcp45","r1i1p1",7,"2100",297.499569540101
"ACCESS1-0","rcp45","r1i1p1",7,NA,296.953549321988
"ACCESS1-0","rcp45","r1i1p1",8,"2010",296.797754064405
"ACCESS1-0","rcp45","r1i1p1",8,"2020",297.195138267401
"ACCESS1-0","rcp45","r1i1p1",8,"2030",297.474493060668
"ACCESS1-0","rcp45","r1i1p1",8,"2040",297.575668916409
"ACCESS1-0","rcp45","r1i1p1",8,"2050",297.815277965155
"ACCESS1-0","rcp45","r1i1p1",8,"2060",298.471102453878
"ACCESS1-0","rcp45","r1i1p1",8,"2070",298.28533769271
"ACCESS1-0","rcp45","r1i1p1",8,"2080",298.786730622834
"ACCESS1-0","rcp45","r1i1p1",8,"2090",298.955497459179
"ACCESS1-0","rcp45","r1i1p1",8,"2100",298.596813357378
"ACCESS1-0","rcp45","r1i1p1",8,NA,298.066301741556
"ACCESS1-0","rcp45","r1i1p1",9,"2010",296.632152475658
"ACCESS1-0","rcp45","r1i1p1",9,"2020",296.464353518332
"ACCESS1-0","rcp45","r1i1p1",9,"2030",296.978632470121
"ACCESS1-0","rcp45","r1i1p1",9,"2040",297.347586114701
"ACCESS1-0","rcp45","r1i1p1",9,"2050",297.614560266096
"ACCESS1-0","rcp45","r1i1p1",9,"2060",297.854773961288
"ACCESS1-0","rcp45","r1i1p1",9,"2070",298.006232816551
"ACCESS1-0","rcp45","r1i1p1",9,"2080",298.715290920766
"ACCESS1-0","rcp45","r1i1p1",9,"2090",299.283148242833
"ACCESS1-0","rcp45","r1i1p1",9,"2100",299.047332173493
"ACCESS1-0","rcp45","r1i1p1",9,NA,298.718404571009
"ACCESS1-0","rcp45","r1i1p1",10,"2010",295.496740672408
"ACCESS1-0","rcp45","r1i1p1",10,"2020",295.795331944747
"ACCESS1-0","rcp45","r1i1p1",10,"2030",296.072860318044
"ACCESS1-0","rcp45","r1i1p1",10,"2040",296.495820716569
"ACCESS1-0","rcp45","r1i1p1",10,"2050",296.449580317616
"ACCESS1-0","rcp45","r1i1p1",10,"2060",297.03618277517
"ACCESS1-0","rcp45","r1i1p1",10,"2070",297.228752090914
"ACCESS1-0","rcp45","r1i1p1",10,"2080",297.973121764925
"ACCESS1-0","rcp45","r1i1p1",10,"2090",298.744466551451
"ACCESS1-0","rcp45","r1i1p1",10,"2100",298.551019099005
"ACCESS1-0","rcp45","r1i1p1",10,NA,297.876217790581
"ACCESS1-0","rcp45","r1i1p1",11,"2010",294.90492280962
"ACCESS1-0","rcp45","r1i1p1",11,"2020",295.329208867074
"ACCESS1-0","rcp45","r1i1p1",11,"2030",295.517615170618
"ACCESS1-0","rcp45","r1i1p1",11,"2040",296.00634514321
"ACCESS1-0","rcp45","r1i1p1",11,"2050",296.067714093428
"ACCESS1-0","rcp45","r1i1p1",11,"2060",296.266152256416
"ACCESS1-0","rcp45","r1i1p1",11,"2070",296.535966318275
"ACCESS1-0","rcp45","r1i1p1",11,"2080",297.043342467534
"ACCESS1-0","rcp45","r1i1p1",11,"2090",297.785884251897
"ACCESS1-0","rcp45","r1i1p1",11,"2100",297.63039939009
"ACCESS1-0","rcp45","r1i1p1",11,NA,298.490057805245
"ACCESS1-0","rcp45","r1i1p1",12,"2010",295.545275528642
"ACCESS1-0","rcp45","r1i1p1",12,"2020",295.689837014776
"ACCESS1-0","rcp45","r1i1p1",12,"2030",295.831770619941
"ACCESS1-0","rcp45","r1i1p1",12,"2040",296.387951323199
"ACCESS1-0","rcp45","r1i1p1",12,"2050",296.342978572931
"ACCESS1-0","rcp45","r1i1p1",12,"2060",296.748721259721
"ACCESS1-0","rcp45","r1i1p1",12,"2070",297.201897323133
"ACCESS1-0","rcp45","r1i1p1",12,"2080",297.055899726617
"ACCESS1-0","rcp45","r1i1p1",12,"2090",297.01176545647
"ACCESS1-0","rcp45","r1i1p1",12,"2100",296.828781717822
"ACCESS1-0","rcp45","r1i1p1",12,NA,296.675408758333
"ACCESS1-0","rcp85","r1i1p1",1,"2010",296.312076775724
"ACCESS1-0","rcp85","r1i1p1",1,"2020",296.515257333502
"ACCESS1-0","rcp85","r1i1p1",1,"2030",296.746641663099
"ACCESS1-0","rcp85","r1i1p1",1,"2040",297.411889603459
"ACCESS1-0","rcp85","r1i1p1",1,"2050",297.794464878592
"ACCESS1-0","rcp85","r1i1p1",1,"2060",298.257548313447
"ACCESS1-0","rcp85","r1i1p1",1,"2070",298.883963193228
"ACCESS1-0","rcp85","r1i1p1",1,"2080",298.914542417702
"ACCESS1-0","rcp85","r1i1p1",1,"2090",299.23322902938
"ACCESS1-0","rcp85","r1i1p1",1,"2100",299.951721953361
"ACCESS1-0","rcp85","r1i1p1",1,NA,300.347664443313
"ACCESS1-0","rcp85","r1i1p1",2,"2010",296.308715484962
"ACCESS1-0","rcp85","r1i1p1",2,"2020",296.307463450395
"ACCESS1-0","rcp85","r1i1p1",2,"2030",296.698805382288
"ACCESS1-0","rcp85","r1i1p1",2,"2040",297.336966505203
"ACCESS1-0","rcp85","r1i1p1",2,"2050",297.927568682654
"ACCESS1-0","rcp85","r1i1p1",2,"2060",298.524288386341
"ACCESS1-0","rcp85","r1i1p1",2,"2070",298.979486839705
"ACCESS1-0","rcp85","r1i1p1",2,"2080",299.679075852812
"ACCESS1-0","rcp85","r1i1p1",2,"2090",300.260213733709
"ACCESS1-0","rcp85","r1i1p1",2,"2100",301.131293437185
"ACCESS1-0","rcp85","r1i1p1",2,NA,301.440857846806
"ACCESS1-0","rcp85","r1i1p1",3,"2010",295.894514591419
"ACCESS1-0","rcp85","r1i1p1",3,"2020",295.755035573665
"ACCESS1-0","rcp85","r1i1p1",3,"2030",296.375252545948
"ACCESS1-0","rcp85","r1i1p1",3,"2040",296.822236075504
"ACCESS1-0","rcp85","r1i1p1",3,"2050",297.304236480738
"ACCESS1-0","rcp85","r1i1p1",3,"2060",297.83339952935
"ACCESS1-0","rcp85","r1i1p1",3,"2070",298.323483873718
"ACCESS1-0","rcp85","r1i1p1",3,"2080",299.404758416434
"ACCESS1-0","rcp85","r1i1p1",3,"2090",300.554234644479
"ACCESS1-0","rcp85","r1i1p1",3,"2100",301.48993134226
"ACCESS1-0","rcp85","r1i1p1",3,NA,301.68094556592
"ACCESS1-0","rcp85","r1i1p1",4,"2010",294.966774923142
"ACCESS1-0","rcp85","r1i1p1",4,"2020",295.011947252755
"ACCESS1-0","rcp85","r1i1p1",4,"2030",295.416090539743
"ACCESS1-0","rcp85","r1i1p1",4,"2040",295.653777842358
"ACCESS1-0","rcp85","r1i1p1",4,"2050",296.182583320407
"ACCESS1-0","rcp85","r1i1p1",4,"2060",297.137841979307
"ACCESS1-0","rcp85","r1i1p1",4,"2070",297.449072253503
"ACCESS1-0","rcp85","r1i1p1",4,"2080",298.690616020411
"ACCESS1-0","rcp85","r1i1p1",4,"2090",299.482480580805
"ACCESS1-0","rcp85","r1i1p1",4,"2100",300.760415837752
"ACCESS1-0","rcp85","r1i1p1",4,NA,300.775110662552
"ACCESS1-0","rcp85","r1i1p1",5,"2010",294.530355782777
"ACCESS1-0","rcp85","r1i1p1",5,"2020",294.401067617048
"ACCESS1-0","rcp85","r1i1p1",5,"2030",295.094387875552
"ACCESS1-0","rcp85","r1i1p1",5,"2040",295.663239740279
"ACCESS1-0","rcp85","r1i1p1",5,"2050",295.880434894637
"ACCESS1-0","rcp85","r1i1p1",5,"2060",297.090205676669
"ACCESS1-0","rcp85","r1i1p1",5,"2070",297.27692210751
"ACCESS1-0","rcp85","r1i1p1",5,"2080",297.891250298882
"ACCESS1-0","rcp85","r1i1p1",5,"2090",298.490783661324
"ACCESS1-0","rcp85","r1i1p1",5,"2100",299.237967086813
"ACCESS1-0","rcp85","r1i1p1",5,NA,299.843023202428
"ACCESS1-0","rcp85","r1i1p1",6,"2010",294.976293953459
"ACCESS1-0","rcp85","r1i1p1",6,"2020",295.415837148166
"ACCESS1-0","rcp85","r1i1p1",6,"2030",295.772163595333
"ACCESS1-0","rcp85","r1i1p1",6,"2040",295.986276264932
"ACCESS1-0","rcp85","r1i1p1",6,"2050",297.019179572467
"ACCESS1-0","rcp85","r1i1p1",6,"2060",297.638782325475
"ACCESS1-0","rcp85","r1i1p1",6,"2070",298.173976823988
"ACCESS1-0","rcp85","r1i1p1",6,"2080",297.756192404451
"ACCESS1-0","rcp85","r1i1p1",6,"2090",298.328253176794
"ACCESS1-0","rcp85","r1i1p1",6,"2100",299.138381836859
"ACCESS1-0","rcp85","r1i1p1",6,NA,299.282636691613
"ACCESS1-0","rcp85","r1i1p1",7,"2010",296.294584851557
"ACCESS1-0","rcp85","r1i1p1",7,"2020",296.475897960096
"ACCESS1-0","rcp85","r1i1p1",7,"2030",296.935807051834
"ACCESS1-0","rcp85","r1i1p1",7,"2040",297.110516504261
"ACCESS1-0","rcp85","r1i1p1",7,"2050",297.89448324103
"ACCESS1-0","rcp85","r1i1p1",7,"2060",298.518121293602
"ACCESS1-0","rcp85","r1i1p1",7,"2070",299.293387863882
"ACCESS1-0","rcp85","r1i1p1",7,"2080",298.95989243834
"ACCESS1-0","rcp85","r1i1p1",7,"2090",299.437269205372
"ACCESS1-0","rcp85","r1i1p1",7,"2100",299.867517505995
"ACCESS1-0","rcp85","r1i1p1",7,NA,300.090773973769
"ACCESS1-0","rcp85","r1i1p1",8,"2010",296.934501289356
"ACCESS1-0","rcp85","r1i1p1",8,"2020",297.121553477358
"ACCESS1-0","rcp85","r1i1p1",8,"2030",297.288037801587
"ACCESS1-0","rcp85","r1i1p1",8,"2040",297.654563768151
"ACCESS1-0","rcp85","r1i1p1",8,"2050",298.316637404049
"ACCESS1-0","rcp85","r1i1p1",8,"2060",298.883064307811
"ACCESS1-0","rcp85","r1i1p1",8,"2070",299.706442916791
"ACCESS1-0","rcp85","r1i1p1",8,"2080",299.96339625579
"ACCESS1-0","rcp85","r1i1p1",8,"2090",300.321377106337
